0.025 5.97079 0.0134547
0.075 5.99572 0.0131889
0.125 6.02388 0.0133103
0.175 6.04779 0.0146819
0.225 6.05227 0.0132973
0.275 6.09083 0.015112
0.325 6.12779 0.0132613
0.375 6.15471 0.0150275
0.425 6.17449 0.0155293
0.475 6.19658 0.0145773
0.525 6.22796 0.0163933
0.575 6.23481 0.0151992
0.625 6.25373 0.0149994
0.675 6.28455 0.0165315
0.725 6.35276 0.0156577
0.775 6.36146 0.0155201
0.825 6.37086 0.0156378
0.875 6.40204 0.0169041
0.925 6.41122 0.0150851
0.975 6.65654 0.0195449
1.025 6.65478 0.0172743
1.075 6.73796 0.0197588
1.125 6.7304 0.017058
1.175 6.7491 0.0186146
1.225 6.81802 0.018717
1.275 6.79632 0.0202935
1.325 6.84326 0.016731
1.375 6.85223 0.0203672
1.425 6.88634 0.0173562
1.475 6.9234 0.018678
1.525 6.9429 0.0199751
1.575 6.98945 0.0184686
1.625 6.99624 0.0183019
1.675 7.05323 0.0191988
1.725 7.06692 0.0177455
1.775 7.08345 0.0203183
1.825 7.15134 0.0195268
1.875 7.14953 0.0203944
1.925 7.186 0.0195697
1.975 7.27252 0.0197545
2.025 7.30729 0.0187436
2.075 7.29722 0.0218693
2.125 7.33653 0.0207513
2.175 7.3722 0.0195323
2.225 7.45711 0.0180937
2.275 7.46269 0.0179248
2.325 7.48226 0.0210182
2.375 7.50335 0.0216144
2.425 7.58191 0.0215778
2.475 7.58387 0.0212984
2.525 7.64833 0.0211604
2.575 7.66693 0.0226453
2.625 7.69232 0.0219019
2.675 7.72565 0.0197698
2.725 7.79966 0.0192852
2.775 7.81634 0.0185255
2.825 7.88526 0.0199359
2.875 7.91466 0.0195879
2.925 8.00182 0.0209244
2.975 8.012 0.0171991
3.025 8.07058 0.0167152
3.075 8.10327 0.0204407
3.125 8.1511 0.0176844
3.175 8.2208 0.0195167
3.225 8.30863 0.0199398
3.275 8.2998 0.0171477
3.325 8.39307 0.0200544
3.375 8.41188 0.0184068
3.425 8.45881 0.0187447
3.475 8.54869 0.0205996
3.525 8.58354 0.0189353
3.575 8.6275 0.0205838
3.625 8.70836 0.0187135
3.675 8.77013 0.0181213
3.725 8.85356 0.0198012
3.775 8.89638 0.0172605
3.825 9.00588 0.0190226
3.875 9.08735 0.0197854
3.925 9.16352 0.0212544
3.975 9.22103 0.0203778
4.025 9.31098 0.0196169
4.075 9.35558 0.018966
4.125 9.43877 0.0184635
4.175 9.55277 0.0198858
4.225 9.66723 0.019028
